brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,trip_to,id
VietJet Air,1254622,19:45,22-05-2024,22-05-2024,21:05,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,124
Bamboo Airways,1306875,09:40,22-05-2024,22-05-2024,11:05,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,125
Vietnam Airlines,1388520,20:10,22-05-2024,22-05-2024,21:35,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,126
VietJet Air,1396426,07:05,22-05-2024,22-05-2024,08:25,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,127
VietJet Air,1396426,11:30,22-05-2024,22-05-2024,12:50,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,128
VietJet Air,1396426,11:40,22-05-2024,22-05-2024,13:00,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,129
Vietnam Airlines,1508290,21:00,22-05-2024,22-05-2024,22:30,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,130
Vietnam Airlines,1656400,07:10,22-05-2024,22-05-2024,08:20,1h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,131
Vietnam Airlines,1656400,18:20,22-05-2024,22-05-2024,19:30,1h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,132
Vietnam Airlines,1656400,15:20,22-05-2024,22-05-2024,16:45,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,133
Vietnam Airlines,1656400,06:00,22-05-2024,22-05-2024,07:30,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,134
Vietnam Airlines,1656400,16:00,22-05-2024,22-05-2024,17:35,1h 35m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,135
Vietnam Airlines,1789650,13:05,22-05-2024,22-05-2024,14:30,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,136
Vietnam Airlines,1789650,11:45,22-05-2024,22-05-2024,13:15,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,137
Vietnam Airlines,1921875,10:30,22-05-2024,22-05-2024,12:00,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,138
Vietnam Airlines,2076650,08:55,22-05-2024,22-05-2024,10:30,1h 35m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,139
Vietnam Airlines,2509200,08:00,22-05-2024,22-05-2024,09:30,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,140
VietJet Air,1123726,20:10,23-05-2024,23-05-2024,21:30,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,141
VietJet Air,1134852,20:30,23-05-2024,23-05-2024,21:50,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,142
VietJet Air,1134852,20:35,23-05-2024,23-05-2024,21:55,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,143
Vietravel Airlines,1252440,08:10,23-05-2024,23-05-2024,09:30,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,144
Vietravel Airlines,1252440,20:50,23-05-2024,23-05-2024,22:15,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,145
VietJet Air,1254622,19:45,23-05-2024,23-05-2024,21:05,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,146
Bamboo Airways,1306875,21:10,23-05-2024,23-05-2024,22:35,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,147
VietJet Air,1396426,05:35,23-05-2024,23-05-2024,06:55,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,148
VietJet Air,1396426,07:05,23-05-2024,23-05-2024,08:25,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,149
VietJet Air,1396426,11:30,23-05-2024,23-05-2024,12:50,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,150
VietJet Air,1396426,11:40,23-05-2024,23-05-2024,13:00,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,151
VietJet Air,1396426,16:15,23-05-2024,23-05-2024,17:35,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,152
Bamboo Airways,1450375,09:40,23-05-2024,23-05-2024,11:05,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,153
Bamboo Airways,1450375,14:00,23-05-2024,23-05-2024,15:25,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,154
Vietnam Airlines,1640240,21:00,23-05-2024,23-05-2024,22:30,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,155
Vietnam Airlines,1640240,21:15,23-05-2024,23-05-2024,22:45,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,156
VietJet Air,1680034,15:40,23-05-2024,23-05-2024,17:00,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,157
Vietnam Airlines,1789650,06:00,23-05-2024,23-05-2024,07:30,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,158
Vietnam Airlines,1921875,07:10,23-05-2024,23-05-2024,08:20,1h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,159
Vietnam Airlines,1921875,20:10,23-05-2024,23-05-2024,21:35,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,160
Vietnam Airlines,2076650,18:20,23-05-2024,23-05-2024,19:30,1h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,161
Vietnam Airlines,2076650,16:00,23-05-2024,23-05-2024,17:35,1h 35m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,162
Vietnam Airlines,2232450,13:05,23-05-2024,23-05-2024,14:30,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,163
Vietnam Airlines,2232450,15:20,23-05-2024,23-05-2024,16:45,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,164
Vietnam Airlines,2375950,08:00,23-05-2024,23-05-2024,09:30,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,165
Vietnam Airlines,2375950,11:45,23-05-2024,23-05-2024,13:15,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,166
Vietnam Airlines,2509200,08:55,23-05-2024,23-05-2024,10:30,1h 35m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,167
Vietnam Airlines,2561475,10:30,23-05-2024,23-05-2024,12:00,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Nha Trang,168
Vietnam Airlines,1556975,20:05,20-05-2024,20-05-2024,21:20,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,169
VietJet Air,673794,19:45,21-05-2024,21-05-2024,20:45,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,170
VietJet Air,887634,17:30,21-05-2024,21-05-2024,18:30,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,171
Bamboo Airways,929675,09:35,21-05-2024,21-05-2024,10:45,1h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,172
VietJet Air,971014,14:25,21-05-2024,21-05-2024,15:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,173
Vietnam Airlines,1125450,11:45,21-05-2024,21-05-2024,13:00,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,174
Vietnam Airlines,1125450,20:05,21-05-2024,21-05-2024,21:20,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,175
Vietnam Airlines,1457550,12:15,21-05-2024,21-05-2024,13:30,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,176
Vietnam Airlines,1457550,14:10,21-05-2024,21-05-2024,15:25,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,177
Vietnam Airlines,1457550,06:40,21-05-2024,21-05-2024,08:00,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,178
Vietnam Airlines,15765389,23:00,21-05-2024,22-05-2024,01:20,2h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,179
Vietnam Airlines,15765389,22:00,21-05-2024,22-05-2024,00:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,180
Vietnam Airlines,15765389,23:00,21-05-2024,22-05-2024,01:20,2h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,181
Vietnam Airlines,15765389,22:00,21-05-2024,22-05-2024,00:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,182
Vietnam Airlines,16629592,21:00,21-05-2024,21-05-2024,23:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,183
Vietnam Airlines,16629592,21:00,21-05-2024,21-05-2024,23:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,184
Vietnam Airlines,18589896,19:10,21-05-2024,21-05-2024,20:40,1h 30m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Huế (HUI)
Sân bay quốc tế Phú Bài",Nha Trang,185
VietJet Air,588258,19:20,22-05-2024,22-05-2024,20:20,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,186
VietJet Air,588258,20:00,22-05-2024,22-05-2024,21:00,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,187
Bamboo Airways,818975,09:35,22-05-2024,22-05-2024,10:45,1h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,188
VietJet Air,905566,17:00,22-05-2024,22-05-2024,18:00,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,189
VietJet Air,971014,14:25,22-05-2024,22-05-2024,15:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,190
Vietnam Airlines,1125450,13:35,22-05-2024,22-05-2024,14:50,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,191
Vietnam Airlines,1236150,14:10,22-05-2024,22-05-2024,15:25,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,192
Vietnam Airlines,1236150,20:05,22-05-2024,22-05-2024,21:20,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,193
Vietnam Airlines,1346850,12:15,22-05-2024,22-05-2024,13:30,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,194
Vietnam Airlines,1346850,06:40,22-05-2024,22-05-2024,08:00,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Nha Trang,195
Vietnam Airlines,13109652,20:00,22-05-2024,22-05-2024,22:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,196
Vietnam Airlines,13709090,23:00,22-05-2024,23-05-2024,01:20,2h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,197
Vietnam Airlines,13709090,22:00,22-05-2024,23-05-2024,00:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,198
Vietnam Airlines,13709090,21:00,22-05-2024,22-05-2024,23:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,199
Vietnam Airlines,13709090,23:00,22-05-2024,23-05-2024,01:20,2h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,200
Vietnam Airlines,13709090,22:00,22-05-2024,23-05-2024,00:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,201
Vietnam Airlines,13709090,21:00,22-05-2024,22-05-2024,23:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,202
Vietnam Airlines,14569642,20:00,22-05-2024,22-05-2024,22:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,203
Vietnam Airlines,15165689,19:00,22-05-2024,22-05-2024,21:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,204
Vietnam Airlines,15467235,16:00,22-05-2024,22-05-2024,18:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,205
Vietnam Airlines,15467235,17:00,22-05-2024,22-05-2024,19:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,206
Vietnam Airlines,15467235,16:00,22-05-2024,22-05-2024,18:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,207
Vietnam Airlines,15467235,12:00,22-05-2024,22-05-2024,14:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,208
Vietnam Airlines,15467235,11:00,22-05-2024,22-05-2024,13:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,209
Vietnam Airlines,16629592,19:00,22-05-2024,22-05-2024,21:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,210
Vietnam Airlines,16629592,18:00,22-05-2024,22-05-2024,20:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,211
Vietnam Airlines,16629592,17:00,22-05-2024,22-05-2024,19:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,212
Vietnam Airlines,16629592,18:00,22-05-2024,22-05-2024,20:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,213
Vietnam Airlines,16629592,13:00,22-05-2024,22-05-2024,15:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,214
Vietnam Airlines,16629592,15:00,22-05-2024,22-05-2024,17:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,215
Vietnam Airlines,17486491,05:00,22-05-2024,22-05-2024,07:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Nha Trang,216
VietJet Air,951786,06:40,23-05-2024,23-05-2024,07:50,1h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,217
VietJet Air,1037322,14:25,23-05-2024,23-05-2024,15:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,218
VietJet Air,1058278,14:00,23-05-2024,23-05-2024,15:00,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,219
Bamboo Airways,1129550,09:35,23-05-2024,23-05-2024,10:45,1h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,220
Vietnam Airlines,1236150,14:50,23-05-2024,23-05-2024,16:05,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,221
Vietnam Airlines,1236150,06:40,23-05-2024,23-05-2024,08:00,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,222
Vietnam Airlines,1346850,14:10,23-05-2024,23-05-2024,15:25,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,223
Vietnam Airlines,1346850,20:05,23-05-2024,23-05-2024,21:20,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,224
Vietnam Airlines,13035048,06:00,23-05-2024,23-05-2024,08:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Đà Nẵng,225
Vietnam Airlines,13035048,05:00,23-05-2024,23-05-2024,07:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Đà Nẵng,226
Vietnam Airlines,13634748,23:00,23-05-2024,24-05-2024,01:20,2h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Đà Nẵng,227
Vietnam Airlines,13634748,22:00,23-05-2024,24-05-2024,00:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Đà Nẵng,228
Vietnam Airlines,13634748,20:00,23-05-2024,23-05-2024,22:15,2h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Đà Nẵng,229
Vietnam Airlines,19677650,07:20,23-05-2024,23-05-2024,09:00,1h 40m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đồng Hới (VDH)
Sân bay Đồng Hới",Đà Nẵng,230
Vietnam Airlines,1346850,22:00,24-05-2024,24-05-2024,23:15,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,231
Bamboo Airways,1572350,09:35,24-05-2024,24-05-2024,10:45,1h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,232
Vietnam Airlines,1656400,20:05,24-05-2024,24-05-2024,21:20,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,233
VietJet Air,1678842,14:25,24-05-2024,24-05-2024,15:25,1h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,234
Vietnam Airlines,1744550,15:45,24-05-2024,24-05-2024,17:00,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,235
Vietnam Airlines,1744550,06:40,24-05-2024,24-05-2024,08:00,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,236
Vietnam Airlines,1833725,18:30,24-05-2024,24-05-2024,19:45,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,237
Vietnam Airlines,1889075,14:10,24-05-2024,24-05-2024,15:25,1h 15m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,238
Vietnam Airlines,1952625,12:45,24-05-2024,24-05-2024,13:50,1h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Nha Trang (CXR)
Sân bay Cam Ranh",Đà Nẵng,239
VietJet Air,2955030,05:30,24-05-2024,24-05-2024,07:30,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Đà Nẵng,240
VietJet Air,2955030,20:20,24-05-2024,24-05-2024,22:20,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Đà Nẵng,241
VietJet Air,2955030,16:35,24-05-2024,24-05-2024,18:35,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Đà Nẵng,242
VietJet Air,3065730,14:10,24-05-2024,24-05-2024,16:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Đà Nẵng,243
Vietnam Airlines,12178148,23:00,24-05-2024,25-05-2024,01:20,2h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Đà Nẵng,244
Vietnam Airlines,12178148,22:30,24-05-2024,25-05-2024,00:50,2h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",Đà Nẵng,245
